Roary,Name,HG003ProkkaGene,HG003ProkkaTag,HG003ProkkaStart,HG003ProkkaStop,HG003NewTag,HG003NewStart,HG003NewStop,HG003Description,USA300ProkkaGene,USA300ProkkaTag,USA300ProkkaStart,USA300ProkkaStop,USA300NewTag,USA300NewStart,USA300NewStop,USA300OldTag,USA300OldStart,USA300OldStop,USA300Description,MW2ProkkaGene,MW2ProkkaTag,MW2ProkkaStart,MW2ProkkaStop,MW2NewTag,MW2NewStart,MW2NewStop,MW2OldTag,MW2OldStart,MW2OldStop,MW2Description,MSSA476ProkkaGene,MSSA476ProkkaTag,MSSA476ProkkaStart,MSSA476ProkkaStop,MSSA476NewTag,MSSA476NewStart,MSSA476NewStop,MSSA476OldTag,MSSA476OldStart,MSSA476OldStop,MSSA476Description,MRSA252ProkkaGene,MRSA252ProkkaTag,MRSA252ProkkaStart,MRSA252ProkkaStop,MRSA252NewTag,MRSA252NewStart,MRSA252NewStop,MRSA252OldTag,MRSA252OldStart,MRSA252OldStop,MRSA252Description
liaS,airS,liaS,HG003_01740,1885345,1886457,SAOUHSC_01981,1885345,1886457,Sensor histidine kinase LiaS,liaS,USA300_01844,1982402,1983514,USA300HOU_RS09880,1982402,1983514,USA300HOU_1843,1982402,1983514,Sensor histidine kinase LiaS,liaS,MW2_01778,1944937,1946049,MW_RS09595,1944937,1946049,MW1790,1944937,1946049,Sensor histidine kinase LiaS,liaS,A476_01757,1924271,1925383,SAS_RS09470,1924271,1925383,SAS1770,1924271,1925383,Sensor histidine kinase LiaS,liaS,MRSA252_01895,2022011,2023123,SAR_RS09970,2022011,2023123,SAR1940,2022011,2023123,Sensor histidine kinase LiaS
alaS,alaS,alaS,HG003_01511,1625259,1627892,SAOUHSC_01722,1625259,1627889,Alanine--tRNA ligase,alaS,USA300_01615,1722646,1725279,USA300HOU_RS08615,1722646,1725276,USA300HOU_1618,1722646,1725279,Alanine--tRNA ligase,alaS,MW2_01560,1692104,1694734,MW_RS08370,1692104,1694734,MW1568,1692104,1694734,Alanine--tRNA ligase,alaS,A476_01538,1671756,1674386,SAS_RS08245,1671756,1674386,SAS1554,1671756,1674386,Alanine--tRNA ligase,alaS,MRSA252_01652,1756989,1759622,SAR_RS08680,1756989,1759619,SAR1697,1756989,1759619,Alanine--tRNA ligase
albF,albF,albF,HG003_01106,1210735,1212021,SAOUHSC_01256,1210735,1212021,Putative zinc protease AlbF,albF,USA300_01210,1304652,1305938,USA300HOU_RS06445,1304652,1305938,USA300HOU_1211,1304652,1305938,Putative zinc protease AlbF,albF,MW2_01161,1275219,1276505,MW_RS06240,1275219,1276505,MW1162,1275219,1276505,Putative zinc protease AlbF,albF,A476_01202,1303714,1305000,SAS_RS06440,1303714,1305000,SAS1213,1303714,1305000,Putative zinc protease AlbF,albF,MRSA252_01220,1316923,1318209,SAR_RS06420,1316923,1318209,SAR1255,1316923,1318209,Putative zinc protease AlbF
ald1,ald1,ald1,HG003_01270,1409132,1410250,SAOUHSC_01452,1409132,1410250,Alanine dehydrogenase 1,ald1,USA300_01375,1506457,1507575,USA300HOU_RS07360,1506457,1507575,USA300HOU_1376,1506457,1507575,Alanine dehydrogenase 1,ald1,MW2_01323,1475688,1476806,MW_RS07135,1475688,1476806,MW1328,1475688,1476806,Alanine dehydrogenase 1,ald1,A476_01365,1501394,1502512,SAS_RS07330,1501394,1502512,SAS1382,1501394,1502512,Alanine dehydrogenase 1,ald1,MRSA252_01408,1539564,1540682,SAR_RS07415,1539564,1540682,SAR1451,1539564,1540682,Alanine dehydrogenase 1
ald2,ald2,ald2,HG003_01594,1723533,1724651,SAOUHSC_01818,1723533,1724651,Alanine dehydrogenase 2,ald2,USA300_01696,1820920,1822038,USA300HOU_RS09065,1820920,1822038,USA300HOU_1696,1820920,1822038,Alanine dehydrogenase 2,ald2,MW2_01640,1789036,1790154,MW_RS08820,1789036,1790154,MW1652,1789036,1790154,Alanine dehydrogenase 2,ald2,A476_01617,1768689,1769807,SAS_RS08695,1768689,1769807,SAS1636,1768689,1769807,Alanine dehydrogenase 2,ald2,MRSA252_01738,1860507,1861625,SAR_RS09150,1860507,1861625,SAR1787,1860507,1861625,Alanine dehydrogenase 2
aldA,aldA,aldA,HG003_00116,137268,138755,SAOUHSC_00132,137268,138755,Putative aldehyde dehydrogenase AldA,aldA,USA300_00173,191832,193319,USA300HOU_RS00890,191832,193319,USA300HOU_0181,191832,193319,Putative aldehyde dehydrogenase AldA,aldA,MW2_00142,163576,165063,MW_RS00750,163576,165063,MW0142,163576,165063,Putative aldehyde dehydrogenase AldA,aldA,A476_00140,162276,163763,SAS_RS00730,162276,163763,SAS0142,162276,163763,Putative aldehyde dehydrogenase AldA,aldA,MRSA252_00165,186616,188103,SAR_RS00830,186616,188103,SAR0169,186616,188103,Putative aldehyde dehydrogenase AldA
mdlD,aldH,mdlD,HG003_01910,2014926,2016305,SAOUHSC_02142,2014926,2016305,NAD(P)-dependent benzaldehyde dehydrogenase,mdlD,USA300_01945,2068307,2069686,USA300HOU_RS10435,2068307,2069686,USA300HOU_1923,2068307,2069686,NAD(P)-dependent benzaldehyde dehydrogenase,mdlD,MW2_01878,2029226,2030605,MW_RS10150,2029226,2030605,MW1861,2029226,2030605,NAD(P)-dependent benzaldehyde dehydrogenase,mdlD,A476_01856,2008473,2009852,SAS_RS10020,2008473,2009852,SAS1844,2008473,2009852,NAD(P)-dependent benzaldehyde dehydrogenase,mdlD,MRSA252_01994,2106200,2107579,SAR_RS10515,2106200,2107579,SAR2013,2106200,2107579,NAD(P)-dependent benzaldehyde dehydrogenase
alkA,alkA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alkA,MRSA252_00955,1028022,1028873,SAR_RS04995,1028022,1028873,SAR0983,1028022,1028873,DNA-3-methyladenine glycosylase
alr1_2,alr_1,alr1_2,HG003_02049,2135553,2136701,SAOUHSC_02305,2135553,2136701,Alanine racemase 1,alr1_2,USA300_02079,2189026,2190174,USA300HOU_RS11180,2189026,2190174,USA300HOU_2065,2189026,2190174,Alanine racemase 1,alr1_2,MW2_02005,2149996,2151144,MW_RS10875,2149996,2151144,MW1994,2149996,2151144,Alanine racemase 1,alr1_2,A476_01984,2129122,2130270,SAS_RS10740,2129122,2130270,SAS1975,2129122,2130270,Alanine racemase 1,alr1_2,MRSA252_02128,2226416,2227564,SAR_RS11245,2226416,2227564,SAR2158,2226416,2227564,Alanine racemase 1
alr1_1,alr_2,alr1_1,HG003_01230,1342739,1343824,SAOUHSC_01400,1342739,1343824,Alanine racemase 1,alr1_1,USA300_01334,1436662,1437747,USA300HOU_RS07125,1436662,1437747,USA300HOU_1334,1436662,1437747,Alanine racemase 1,alr1_1,MW2_01283,1407400,1408485,MW_RS06905,1407400,1408485,MW1287,1407400,1408485,Alanine racemase 1,alr1_1,A476_01324,1435954,1437039,SAS_RS07100,1435954,1437039,SAS1340,1435954,1437039,Alanine racemase 1,alr1_1,MRSA252_01370,1469514,1470599,SAR_RS07200,1469514,1470599,SAR1411,1469514,1470599,Alanine racemase 1
alsT,alsT,alsT,HG003_01190,1296849,1298309,SAOUHSC_01354,1296849,1298309,Amino-acid carrier protein AlsT,alsT,USA300_01294,1390766,1392226,USA300HOU_RS06905,1390766,1392226,USA300HOU_1290,1390766,1392226,Amino-acid carrier protein AlsT,alsT,MW2_01242,1360967,1362427,MW_RS06680,1360967,1362427,MW1243,1360967,1362427,Amino-acid carrier protein AlsT,alsT,A476_01283,1389521,1390981,SAS_RS06875,1389521,1390981,SAS1296,1389521,1390981,Amino-acid carrier protein AlsT,alsT,MRSA252_01328,1422412,1423872,SAR_RS06985,1422412,1423872,SAR1368,1422412,1423872,Amino-acid carrier protein AlsT
group_2904,amaP,,HG003_02169,2266921,2267457,SAOUHSC_02443,2266921,2267457,hypothetical protein,,USA300_02198,2320287,2320823,USA300HOU_RS11840,2320287,2320823,USA300HOU_2177,2320287,2320835,hypothetical protein,,MW2_02118,2276442,2276978,MW_RS11490,2276442,2276978,MW2110,2276442,2276978,hypothetical protein,,A476_02097,2255547,2256083,SAS_RS11355,2255547,2256083,SAS2085,2255547,2256083,hypothetical protein,,MRSA252_02246,2357791,2358327,SAR_RS11880,2357791,2358327,SAR2275,2357791,2358327,hypothetical protein
lytN_3,ami,lytN_4,HG003_01933,2036357,2037112,SAOUHSC_02173,2036357,2037112,putative cell wall hydrolase LytN,lytN_3,USA300_01968,2089745,2090500,USA300HOU_RS10570,2089745,2090500,USA300HOU_1951,2089745,2090500,putative cell wall hydrolase LytN,lytN_3,MW2_01900,2049938,2050693,MW_RS10285,2049938,2050693,MW1886,2049938,2050693,putative cell wall hydrolase LytN,lytN_3,A476_01878,2029184,2029939,SAS_RS10150,2029184,2029939,SAS1869,2029184,2029939,putative cell wall hydrolase LytN,lytN_3,MRSA252_02017,2128998,2129753,SAR_RS10650,2128998,2129753,SAR2040,2128998,2129753,putative cell wall hydrolase LytN
ampR,ampR,ampR,HG003_00803,885304,886173,SAOUHSC_00913,885304,886173,HTH-type transcriptional activator AmpR,ampR,USA300_00908,979389,980258,USA300HOU_RS04840,979389,980258,USA300HOU_0934,979389,980258,HTH-type transcriptional activator AmpR,ampR,MW2_00861,949277,950146,MW_RS04625,949277,950146,MW0858,949277,950146,HTH-type transcriptional activator AmpR,ampR,A476_00838,933246,934115,SAS_RS04515,933246,934115,SAS0846,933246,934115,HTH-type transcriptional activator AmpR,ampR,MRSA252_00910,983195,984064,SAR_RS04775,983195,984064,SAR0939,983195,984064,HTH-type transcriptional activator AmpR
pepS,ampS,pepS,HG003_01868,1968999,1970246,SAOUHSC_02092,1968999,1970255,Aminopeptidase PepS,pepS,USA300_01903,2022321,2023568,USA300HOU_RS10195,2022321,2023568,USA300HOU_1874,2022321,2023577,Aminopeptidase PepS,pepS,MW2_01836,1983361,1984608,MW_RS09905,1983361,1984608,MW1819,1983361,1984608,Aminopeptidase PepS,pepS,A476_01814,1962608,1963855,SAS_RS09780,1962608,1963864,SAS1801,1962608,1963855,Aminopeptidase PepS,pepS,MRSA252_01952,2060294,2061541,SAR_RS10280,2060294,2061541,SAR1969,2060294,2061541,Aminopeptidase PepS
ansA,ansA,ansA,HG003_01308,1451217,1452185,SAOUHSC_01497,1451217,1452185,putative L-asparaginase,ansA,USA300_01413,1548542,1549510,USA300HOU_RS07575,1548542,1549510,USA300HOU_1416,1548542,1549510,putative L-asparaginase,ansA,MW2_01361,1518182,1519150,MW_RS07345,1518182,1519150,MW1367,1518182,1519150,putative L-asparaginase,ansA,A476_01403,1543830,1544798,SAS_RS07540,1543830,1544798,SAS1419,1543830,1544798,putative L-asparaginase,ansA,MRSA252_01445,1581416,1582384,SAR_RS07620,1581416,1582384,SAR1487,1581416,1582384,putative L-asparaginase
ant1_1,ant1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ant1_1,MRSA252_00050,56747,57529,SAR_RS00250,56747,57529,SAR0051,56747,57529,Streptomycin 3''-adenylyltransferase
ant1_2,ant9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ant1_2,MRSA252_01687,1797370,1798152,SAR_RS08865,1797370,1798152,SAR1736,1797370,1798152,Streptomycin 3''-adenylyltransferase
apr,apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apr,MRSA252_02755,2892980,2893783,SAR_RS14640,2892980,2893783,SAR2789,2892980,2893783,Subtilisin DY
apt,apt,apt,HG003_01529,1646766,1647284,SAOUHSC_01743,1646766,1647284,Adenine phosphoribosyltransferase,apt,USA300_01631,1744153,1744671,USA300HOU_RS08700,1744153,1744671,USA300HOU_1633,1744153,1744671,Adenine phosphoribosyltransferase,apt,MW2_01576,1713730,1714248,MW_RS08460,1713730,1714248,MW1585,1713730,1714248,Adenine phosphoribosyltransferase,apt,A476_01554,1693382,1693900,SAS_RS08335,1693382,1693900,SAS1571,1693382,1693900,Adenine phosphoribosyltransferase,apt,MRSA252_01668,1778713,1779231,SAR_RS08765,1778713,1779231,SAR1715,1778713,1779231,Adenine phosphoribosyltransferase
araB,araB,araB,HG003_00468,538632,540269,SAOUHSC_00534,538632,540269,Ribulokinase,araB,USA300_00540,602570,604207,USA300HOU_RS02900,602570,604207,USA300HOU_0545,602567,604207,Ribulokinase,araB,MW2_00510,586655,588292,MW_RS02795,586655,588292,MW0507,586655,588292,Ribulokinase,araB,A476_00507,585286,586923,SAS_RS02765,585286,586923,SAS0510,585286,586923,Ribulokinase,araB,MRSA252_00544,607311,608948,SAR_RS02885,607311,608948,SAR0557,607311,608948,Ribulokinase
arcA,arcA_1,arcA,HG003_02615,2730276,2731511,SAOUHSC_02969,2730276,2731511,Arginine deiminase,arcA_2,USA300_02640,2781860,2783095,USA300HOU_RS14320,2781860,2783095,USA300HOU_2635,2781860,2783095,Arginine deiminase,arcA,MW2_02550,2727802,2729037,MW_RS13875,2727802,2729037,MW2556,2727802,2729037,Arginine deiminase,arcA,A476_02529,2707142,2708377,SAS_RS13740,2707142,2708377,SAS2521,2707142,2708377,Arginine deiminase,arcA,MRSA252_02685,2809402,2810637,SAR_RS14280,2809402,2810637,SAR2714,2809402,2810637,Arginine deiminase
arcA_1,arcA_2,,,,,,,,,arcA_1,USA300_00066,73059,74294,USA300HOU_RS00325,73059,74294,USA300HOU_0070,73059,74294,Arginine deiminase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcB_2,arcB_1,arcB_2,HG003_02614,2729233,2730243,SAOUHSC_02968,2729233,2730243,Ornithine carbamoyltransferase%2C catabolic,arcB_2,USA300_02639,2780817,2781827,USA300HOU_RS14315,2780817,2781827,USA300HOU_2634,2780817,2781827,Ornithine carbamoyltransferase%2C catabolic,arcB_2,MW2_02549,2726759,2727769,MW_RS13870,2726759,2727769,MW2555,2726759,2727769,Ornithine carbamoyltransferase%2C catabolic,arcB_2,A476_02528,2706099,2707109,SAS_RS13735,2706099,2707109,SAS2520,2706099,2707109,Ornithine carbamoyltransferase%2C catabolic,arcB_2,MRSA252_02684,2808359,2809369,SAR_RS14275,2808359,2809369,SAR2713,2808359,2809369,Ornithine carbamoyltransferase%2C catabolic
argF_1,arcB_2,,,,,,,,,argF_1,USA300_00063,69785,70783,USA300HOU_RS00310,69785,70783,USA300HOU_0067,69785,70783,Ornithine carbamoyltransferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcC2,arcC_1,arcC2,HG003_02612,2726754,2727695,SAOUHSC_02965,2726754,2727695,Carbamate kinase 2,arcC2,USA300_02637,2778338,2779279,USA300HOU_RS14305,2778338,2779279,USA300HOU_2632,2778338,2779306,Carbamate kinase 2,arcC2,MW2_02547,2724280,2725221,MW_RS13860,2724280,2725221,MW2553,2724280,2725221,Carbamate kinase 2,arcC2,A476_02526,2703620,2704561,SAS_RS13725,2703620,2704561,SAS2518,2703620,2704588,Carbamate kinase 2,arcC2,MRSA252_02682,2805880,2806821,SAR_RS14265,2805880,2806821,SAR2711,2805880,2806821,Carbamate kinase 2
arcC1_1,arcC_2,,,,,,,,,arcC1_1,USA300_00062,68836,69765,USA300HOU_RS00305,68836,69765,USA300HOU_0066,68836,69765,Carbamate kinase 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcC1,arcC_3,arcC1,HG003_00992,1082644,1083579,SAOUHSC_01129,1082647,1083579,Carbamate kinase 1,arcC1_2,USA300_01098,1176546,1177481,USA300HOU_RS05865,1176549,1177481,USA300HOU_1107,1176549,1177481,Carbamate kinase 1,arcC1,MW2_01050,1146606,1147541,MW_RS05660,1146609,1147541,MW1051,1146609,1147541,Carbamate kinase 1,arcC1,A476_01091,1175279,1176214,SAS_RS05860,1175282,1176214,SAS1103,1175282,1176214,Carbamate kinase 1,arcC1,MRSA252_01109,1188553,1189488,SAR_RS05845,1188556,1189488,SAR1143,1188556,1189488,Carbamate kinase 1
arcD,arcD_1,arcD,HG003_02613,2727712,2729142,SAOUHSC_02967,2727712,2729142,Arginine/ornithine antiporter,arcD_2,USA300_02638,2779296,2780726,USA300HOU_RS14310,2779296,2780726,USA300HOU_2633,2779296,2780732,Arginine/ornithine antiporter,arcD,MW2_02548,2725238,2726668,MW_RS13865,2725238,2726668,MW2554,2725238,2726668,Arginine/ornithine antiporter,arcD,A476_02527,2704578,2706008,SAS_RS13730,2704578,2706008,SAS2519,2704578,2706014,Arginine/ornithine antiporter,arcD,MRSA252_02683,2806838,2808268,SAR_RS14270,2806838,2808268,SAR2712,2806838,2808274,Arginine/ornithine antiporter
arcD_1,arcD_2,,,,,,,,,arcD_1,USA300_00065,71552,72973,USA300HOU_RS00320,71552,72973,USA300HOU_0069,71552,72973,Arginine/ornithine antiporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcR,arcR_1,arcR,HG003_02611,2725951,2726655,SAOUHSC_02964,2725951,2726655,HTH-type transcriptional regulator ArcR,arcR_2,USA300_02636,2777535,2778239,USA300HOU_RS14300,2777535,2778239,USA300HOU_2631,2777535,2778239,HTH-type transcriptional regulator ArcR,arcR,MW2_02546,2723477,2724181,MW_RS13855,2723477,2724181,MW2552,2723477,2724181,HTH-type transcriptional regulator ArcR,arcR,A476_02525,2702817,2703521,SAS_RS13720,2702817,2703521,SAS2517,2702817,2703521,HTH-type transcriptional regulator ArcR,arcR,MRSA252_02681,2805077,2805781,SAR_RS14260,2805077,2805781,SAR2710,2805077,2805781,HTH-type transcriptional regulator ArcR
arcR_1,arcR_2,,,,,,,,,arcR_1,USA300_00064,70821,71510,USA300HOU_RS00315,70821,71510,USA300HOU_0068,70821,71510,HTH-type transcriptional regulator ArcR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argB,argB,argB,HG003_00130,157954,158718,SAOUHSC_00147,157954,158718,Acetylglutamate kinase,argB,USA300_00188,212519,213283,USA300HOU_RS00960,212519,213283,USA300HOU_0195,212519,213283,Acetylglutamate kinase,argB,MW2_00156,184495,185259,MW_RS00820,184495,185259,MW0156,184495,185259,Acetylglutamate kinase,argB,A476_00154,183194,183958,SAS_RS00800,183194,183958,SAS0157,183194,183958,Acetylglutamate kinase,argB,MRSA252_00179,207318,208088,SAR_RS00900,207318,208088,SAR0183,207318,208088,Acetylglutamate kinase
argC,argC,argC,HG003_00132,159987,161021,SAOUHSC_00149,159987,161018,N-acetyl-gamma-glutamyl-phosphate reductase,argC,USA300_00190,214552,215586,USA300HOU_RS00970,214552,215583,USA300HOU_0197,214552,215586,N-acetyl-gamma-glutamyl-phosphate reductase,argC,MW2_00158,186528,187562,MW_RS00830,186528,187559,MW0158,186528,187559,N-acetyl-gamma-glutamyl-phosphate reductase,argC,A476_00156,185227,186261,SAS_RS00810,185227,186258,SAS0159,185227,186261,N-acetyl-gamma-glutamyl-phosphate reductase,argC,MRSA252_00181,209357,210391,SAR_RS00910,209357,210388,SAR0185,209357,210391,N-acetyl-gamma-glutamyl-phosphate reductase
rocD2_1,argD,rocD2_1,HG003_00133,161057,162241,SAOUHSC_00150,161057,162241,Ornithine aminotransferase 2,rocD2_1,USA300_00191,215622,216806,USA300HOU_RS00975,215622,216806,USA300HOU_0198,215622,216833,Ornithine aminotransferase 2,rocD2_1,MW2_00159,187598,188782,MW_RS00835,187598,188782,MW0159,187598,188782,Ornithine aminotransferase 2,rocD2_1,A476_00157,186297,187481,SAS_RS00815,186297,187481,SAS0160,186297,187481,Ornithine aminotransferase 2,rocD2_1,MRSA252_00182,210427,211611,SAR_RS00915,210427,211611,SAR0186,210427,211611,Ornithine aminotransferase 2
argF,argF,argF,HG003_00991,1081623,1082624,SAOUHSC_01128,1081623,1082624,Ornithine carbamoyltransferase,argF_2,USA300_01097,1175525,1176526,USA300HOU_RS05860,1175525,1176526,USA300HOU_1106,1175525,1176526,Ornithine carbamoyltransferase,argF,MW2_01049,1145585,1146586,MW_RS05655,1145585,1146586,MW1050,1145585,1146586,Ornithine carbamoyltransferase,argF,A476_01090,1174258,1175259,SAS_RS05855,1174258,1175259,SAS1102,1174258,1175259,Ornithine carbamoyltransferase,argF,MRSA252_01108,1187532,1188533,SAR_RS05840,1187532,1188533,SAR1142,1187532,1188533,Ornithine carbamoyltransferase
argG,argG,argG,HG003_00789,863304,864509,SAOUHSC_00899,863304,864509,Argininosuccinate synthase,argG,USA300_00894,957389,958594,USA300HOU_RS04770,957389,958594,USA300HOU_0920,957389,958594,Argininosuccinate synthase,argG,MW2_00847,927275,928480,MW_RS04555,927275,928480,MW0843,927275,928480,Argininosuccinate synthase,argG,A476_00824,911244,912449,SAS_RS04445,911244,912449,SAS0831,911244,912449,Argininosuccinate synthase,argG,MRSA252_00895,959240,960445,SAR_RS04700,959240,960445,SAR0923,959240,960445,Argininosuccinate synthase
argH,argH,argH,HG003_00788,861935,863314,SAOUHSC_00898,861935,863314,Argininosuccinate lyase,argH,USA300_00893,956020,957399,USA300HOU_RS04765,956020,957399,USA300HOU_0919,956020,957399,Argininosuccinate lyase,argH,MW2_00846,925906,927285,MW_RS04550,925906,927285,MW0842,925906,927285,Argininosuccinate lyase,argH,A476_00823,909875,911254,SAS_RS04440,909875,911254,SAS0830,909875,911254,Argininosuccinate lyase,argH,MRSA252_00894,957871,959250,SAR_RS04695,957871,959250,SAR0922,957871,959250,Argininosuccinate lyase
argJ,argJ,argJ,HG003_00131,158734,159975,SAOUHSC_00148,158734,159975,Arginine biosynthesis bifunctional protein ArgJ,argJ,USA300_00189,213299,214540,USA300HOU_RS00965,213299,214540,USA300HOU_0196,213299,214540,Arginine biosynthesis bifunctional protein ArgJ,argJ,MW2_00157,185275,186516,MW_RS00825,185275,186516,MW0157,185275,186516,Arginine biosynthesis bifunctional protein ArgJ,argJ,A476_00155,183974,185215,SAS_RS00805,183974,185215,SAS0158,183974,185215,Arginine biosynthesis bifunctional protein ArgJ,argJ,MRSA252_00180,208104,209345,SAR_RS00905,208104,209345,SAR0184,208104,209345,Arginine biosynthesis bifunctional protein ArgJ
argO,argO_1,argO,HG003_00725,805315,805932,SAOUHSC_00828,805315,805932,Arginine exporter protein ArgO,argO,USA300_00812,885444,886061,USA300HOU_RS04340,885444,886061,USA300HOU_0832,885444,886061,Arginine exporter protein ArgO,argO,MW2_00783,869438,870055,MW_RS04225,869438,870055,MW0779,869438,870055,Arginine exporter protein ArgO,argO,A476_00760,853407,854024,SAS_RS04115,853407,854024,SAS0766,853407,854024,Arginine exporter protein ArgO,argO_1,MRSA252_00832,900943,901560,SAR_RS04370,900943,901560,SAR0857,900943,901560,Arginine exporter protein ArgO
argO_2,argO_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,argO_2,MRSA252_02562,2675466,2676083,SAR_RS13600,2675466,2676083,SAR2591,2675466,2676083,Arginine exporter protein ArgO
argR_1,argR_1,argR_1,HG003_01416,1541182,1541634,SAOUHSC_01617,1541182,1541634,Arginine repressor,argR_2,USA300_01521,1638569,1639021,USA300HOU_RS08125,1638569,1639021,USA300HOU_1522,1638569,1639030,Arginine repressor,argR_1,MW2_01466,1607609,1608061,MW_RS07885,1607609,1608061,MW1473,1607609,1608061,Arginine repressor,argR_1,A476_01444,1587367,1587819,SAS_RS07760,1587367,1587819,SAS1459,1587367,1587819,Arginine repressor,argR_1,MRSA252_01556,1672814,1673266,SAR_RS08185,1672814,1673266,SAR1598,1672814,1673266,Arginine repressor
argR_2,argR_2,argR_2,HG003_02616,2731858,2732307,SAOUHSC_02970,2731858,2732307,Arginine repressor,argR_3,USA300_02641,2783442,2783891,USA300HOU_RS14330,2783442,2783891,USA300HOU_2636,2783442,2783891,Arginine repressor,argR_2,MW2_02551,2729384,2729833,MW_RS13885,2729384,2729833,MW2557,2729384,2729833,Arginine repressor,argR_2,A476_02530,2708724,2709173,SAS_RS13750,2708724,2709173,SAS2522,2708724,2709173,Arginine repressor,argR_2,MRSA252_02686,2810984,2811433,SAR_RS14290,2810984,2811433,SAR2715,2810984,2811433,Arginine repressor
group_1486,argR_3,,,,,,,,,argR_1,USA300_00067,74563,75009,USA300HOU_RS00330,74563,75009,USA300HOU_0071,74563,75009,Arginine repressor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argS,argS,argS,HG003_00531,601966,603627,SAOUHSC_00611,601966,603627,Arginine--tRNA ligase,argS,USA300_00604,669714,671375,USA300HOU_RS03230,669714,671375,USA300HOU_0613,669714,671375,Arginine--tRNA ligase,argS,MW2_00574,653685,655346,MW_RS03125,653685,655346,MW0571,653685,655346,Arginine--tRNA ligase,argS,A476_00570,652377,654038,SAS_RS03095,652377,654038,SAS0575,652377,654038,Arginine--tRNA ligase,argS,MRSA252_00599,663784,665445,SAR_RS03165,663784,665445,SAR0615,663784,665445,Arginine--tRNA ligase
arlR,arlR,arlR,HG003_01247,1361633,1362292,SAOUHSC_01420,1361633,1362292,Response regulator ArlR,arlR,USA300_01351,1455557,1456216,USA300HOU_RS07220,1455557,1456216,USA300HOU_1350,1455557,1456216,Response regulator ArlR,arlR,MW2_01300,1426295,1426954,MW_RS07000,1426295,1426954,MW1305,1426295,1426954,Response regulator ArlR,arlR,A476_01341,1454849,1455508,SAS_RS07195,1454849,1455508,SAS1358,1454849,1455508,Response regulator ArlR,arlR,MRSA252_01386,1487662,1488321,SAR_RS07285,1487662,1488321,SAR1427,1487662,1488321,Response regulator ArlR
arlS,arlS,arlS,HG003_01246,1360281,1361636,SAOUHSC_01419,1360281,1361636,Signal transduction histidine-protein kinase ArlS,arlS,USA300_01350,1454205,1455560,USA300HOU_RS07215,1454205,1455560,USA300HOU_1349,1454205,1455560,Signal transduction histidine-protein kinase ArlS,arlS,MW2_01299,1424943,1426298,MW_RS06995,1424943,1426298,MW1304,1424943,1426298,Signal transduction histidine-protein kinase ArlS,arlS,A476_01340,1453497,1454852,SAS_RS07190,1453497,1454852,SAS1357,1453497,1454852,Signal transduction histidine-protein kinase ArlS,arlS,MRSA252_01385,1486310,1487665,SAR_RS07280,1486310,1487665,SAR1426,1486310,1487665,Signal transduction histidine-protein kinase ArlS
